Matricula,UF,Admissão,Sindicato do Colaborador,Competência,Dias,VALOR DIÁRIO VR,TOTAL,Custo empresa,Desconto profissional,OBS GERAL
35462,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
26245,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34065,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35492,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33288,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34600,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
24442,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
27119,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31844,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32589,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35395,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32014,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35158,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35175,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
28913,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31258,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34928,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
26346,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35148,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35269,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35437,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34467,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
24715,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35304,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35307,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35346,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35685,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35700,RS,01/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35434,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35442,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35454,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35506,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35543,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35678,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35349,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35352,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35411,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35412,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35413,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35271,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35273,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35293,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35297,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35326,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35337,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35752,RS,14/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35772,RS,22/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,17,35.0,595.0,476.0,119.0,Trabalhando | Admissão em 22/04/2025
35780,RS,25/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,14,35.0,490.0,392.0,98.0,Trabalhando | Admissão em 25/04/2025
35505,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35508,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35544,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35555,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35686,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35687,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35338,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35428,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35436,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35446,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35452,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35408,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35409,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35430,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35476,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35481,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35758,RS,16/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,21,35.0,735.0,588.0,147.0,Trabalhando | Admissão em 16/04/2025
35433,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35445,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35447,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35448,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35456,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35457,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35759,RS,16/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,21,35.0,735.0,588.0,147.0,Trabalhando | Admissão em 16/04/2025
25975,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31818,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32255,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31170,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
30652,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31085,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33583,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
30209,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33325,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33506,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
29384,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33386,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33436,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32217,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34639,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34696,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34698,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34699,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33761,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31786,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31754,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31793,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34874,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35226,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35120,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34229,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35702,RS,01/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35740,RS,11/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35727,RS,02/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33270,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
25203,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33235,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31678,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32915,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32923,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35599,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35718,RS,01/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32407,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32351,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34442,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34558,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31162,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34546,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34608,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33301,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34010,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35427,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35731,RS,03/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35459,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
33318,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35218,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31003,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
26434,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
31030,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34667,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34691,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34042,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34302,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35156,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
26997,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
30187,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35697,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35706,RS,10/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35732,RS,16/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,21,35.0,735.0,588.0,147.0,Trabalhando | Admissão em 16/04/2025
35786,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35652,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35667,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35747,RS,14/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35403,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35764,RS,17/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,20,35.0,700.0,560.0,140.0,Trabalhando | Admissão em 17/04/2025
35703,RS,01/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35704,RS,01/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35684,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
32059,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35656,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35748,RS,10/04/2025,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35094,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
26561,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34969,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
34678,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35530,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35535,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35629,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35358,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35373,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35056,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
35357,RS,,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL,2025-05,22,35.0,770.0,616.0,154.0,Trabalhando
